40,3,-400,0,768,200.04,0,-144,-400,0,0,0,0,0,0,0
41,4,200,0,768,200,0,-142,200,0,0,0,0,0,0,0
42,4,200,0,767,0,0,-143,-400.08,0,0,0,0,0,0,0
43,4,-200,0,767,0,0,-143,-400,0,0,0,0,0,0,0
44,5,200,0,767,200,0,-144,-200,0,0,0,0,0,0,0
45,3,0,0,647,-1799.6,0,-20,1799.6,0,0,0,0,0,0,0
46,5,0,0,421,-2400.5,0,196,2400.5,0,0,0,0,0,0,0
47,4,0,0,168,-2800,0,428,2199.6,0,0,0,0,0,0,0
48,3,-600,0,-138,-1999.6,0,703,1999.6,0,0,0,0,0,0,0
49,4,0,0,-111,-400,0,809,-399.84,0,0,0,0,0,0,0
50,5,0,0,-109,-200,0,828,0,0,0,0,0,0,0,0
51,5,199.96,0,-111,0,0,824,-400.08,0,0,0,0,0,0,0
52,4,400.08,0,-111,400,0,826,-200,0,0,0,0,0,0,0
53,5,-199.96,0,-114,0,0,825,-200.04,0,0,0,0,0,0,0
54,3,-200,0,-112,0,0,826,-200,0,0,0,0,0,0,0
55,3,-400,0,-112,-199.96,0,826,0,0,0,0,0,0,0,0
56,3,-599.88,0,-113,0,0,826,0,0,0,0,0,0,0,0
57,4,199.96,0,-113,-200,0,825,-200,0,0,0,0,0,0,0
58,6,400,0,-112,-200,0,826,-199.96,0,0,0,0,0,0,0
59,4,0,0,-113,199.96,0,827,199.96,0,0,0,0,0,0,0
60,5,0,0,-113,-200,0,826,200.04,0,0,0,0,0,0,0
61,4,-199.96,0,-113,0,0,826,199.96,0,0,0,0,0,0,0
62,6,400,0,-114,-399.92,0,825,-200,0,0,0,0,0,0,0
63,3,-200,0,-112,200,0,825,-199.96,0,0,0,0,0,0,0
64,3,-399.92,0,-112,199.96,0,826,0,0,0,0,0,0,0,0
65,4,-200,0,-113,0,0,826,200,0,0,0,0,0,0,0
66,4,-200,0,-112,200,0,825,0,0,0,0,0,0,0,0
67,5,199.96,0,-113,-199.96,0,825,0,0,0,0,0,0,0,0
68,4,200,0,-113,0,0,826,199.96,0,0,0,0,0,0,0
69,3,0,0,-77,400.08,0,806,-1200,0,0,0,0,0,0,0
70,5,199.96,0,-13,1199.8,0,652,-1799.3,0,0,0,0,0,0,0
71,4,200.04,0,178,1200.2,0,255,-2600.5,0,0,0,0,0,0,0
72,4,-200,0,319,1400,0,-6,-2400.5,0,0,0,0,0,0,0
73,5,0,0,370,-600,0,-230,-2399.5,0,0,0,0,0,0,0
74,3,-200,0,353,-400,0,-291,1400,0,0,0,0,0,0,0
75,3,0,0,351,-200,0,-303,-200,0,0,0,0,0,0,0
76,4,400,0,352,200,0,-302,0,0,0,0,0,0,0,0
77,2,0,0,351,-200,0,-302,0,0,0,0,0,0,0,0
78,2,0,0,352,-400.08,0,-302,200.04,0,0,0,0,0,0,0
79,4,199.96,0,352,0,0,-302,399.92,0,0,0,0,0,0,0
80,2,0,0,353,400.08,0,-303,-200.08,0,0,0,0,0,0,0
81,3,200,0,353,200.04,0,-303,0,0,0,0,0,0,0,0
82,3,0,0,352,0,0,-304,-200,0,0,0,0,0,0,0
83,3,0,0,351,-200,0,-303,-199.96,0,0,0,0,0,0,0
84,2,-200.04,0,351,-400.08,0,-302,200,0,0,0,0,0,0,0
85,2,-400,0,352,0,0,-302,400,0,0,0,0,0,0,0
86,2,0,0,352,0,0,-304,-200,0,0,0,0,0,0,0
87,3,0,0,352,-200.04,0,-303,0,0,0,0,0,0,0,0
88,2,-200,0,352,200,0,-302,200,0,0,0,0,0,0,0
89,3,0,0,353,600,0,-303,0,0,0,0,0,0,0,0
90,2,-400,0,352,-200.04,0,-303,0,0,0,0,0,0,0,0
91,2,0,0,353,400.08,0,-303,200,0,0,0,0,0,0,0
92,4,0,0,351,-200,0,-302,0,0,0,0,0,0,0,0
93,2,-400,0,352,200,0,-304,0,0,0,0,0,0,0,0
94,4,200,0,279,-1600.3,0,-246,1200,0,0,0,0,0,0,0
95,4,0,0,49,-2399.5,0,-28,2199.6,0,0,0,0,0,0,0
96,7,0,0,1,600,0,43,-200.04,0,0,0,0,0,0,0
97,7,400.08,0,3,0,0,41,0,0,0,0,0,0,0,0
98,6,0,0,4,0,0,41,200,0,0,0,0,0,0,0
99,7,0,0,3,200.04,0,41,0,0,0,0,0,0,0,0
100,7,-200,0,2,0,0,41,0,0,0,0,0,0,0,0
101,3,-400,0,-6,-400,0,29,-399.92,0,0,0,0,0,0,0
102,6,0,0,-6,0,0,12,0,0,0,0,0,0,0,0
103,5,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
104,5,0,0,-5,0,0,9,0,0,0,0,0,0,0,0
105,4,-400,0,-7,0,0,9,200.08,0,0,0,0,0,0,0
106,6,0,0,-7,-200,0,10,200,0,0,0,0,0,0,0
107,5,-200,0,-7,-199.96,0,9,-200,0,0,0,0,0,0,0
108,5,0,0,-7,-199.96,0,10,0,0,0,0,0,0,0,0
109,5,-200,0,-6,0,0,10,200,0,0,0,0,0,0,0
110,4,-400.08,0,-6,200.08,0,10,200.08,0,0,0,0,0,0,0
111,6,200,0,-7,-200,0,10,-200,0,0,0,0,0,0,0
112,6,0,0,-5,200,0,8,-200,0,0,0,0,0,0,0
113,6,-200.04,0,-5,200.04,0,9,0,0,0,0,0,0,0,0
114,3,-199.96,0,-7,0,0,9,-199.96,0,0,0,0,0,0,0
115,4,0,0,-7,-400,0,9,200,0,0,0,0,0,0,0
116,5,-200,0,-6,0,0,10,399.92,0,0,0,0,0,0,0
117,5,-200,0,-7,-200,0,10,400.16,0,0,0,0,0,0,0
118,5,-400,0,-6,200,0,9,0,0,0,0,0,0,0,0
119,4,-200,0,-6,200,0,10,200,0,0,0,0,0,0,0
120,6,0,0,-7,0,0,10,200,0,0,0,0,0,0,0
121,7,400,0,-5,200,0,10,0,0,0,0,0,0,0,0
122,5,-200,0,-6,200,0,8,0,0,0,0,0,0,0,0
123,6,200.08,0,-5,0,0,9,0,0,0,0,0,0,0,0
124,6,0,0,-5,0,0,10,200.08,0,0,0,0,0,0,0
125,4,-200,0,-7,0,0,10,0,0,0,0,0,0,0,0
126,6,200,0,-5,-200,0,8,-400,0,0,0,0,0,0,0
127,6,-200,0,-7,0,0,9,0,0,0,0,0,0,0,0
128,6,-200.08,0,-6,200,0,10,200,0,0,0,0,0,0,0
129,4,-200,0,-6,200,0,8,-200,0,0,0,0,0,0,0
130,5,0,0,-6,0,0,10,200,0,0,0,0,0,0,0
131,5,200,0,-6,200,0,10,200,0,0,0,0,0,0,0
132,5,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
133,5,-199.92,0,-7,-200,0,9,0,0,0,0,0,0,0,0
134,6,199.92,0,-7,0,0,8,-400,0,0,0,0,0,0,0
135,7,200,0,-6,0,0,10,0,0,0,0,0,0,0,0
136,5,200.08,0,-6,0,0,10,-200.08,0,0,0,0,0,0,0
137,5,0,0,-6,0,0,8,-599.77,0,0,0,0,0,0,0
138,6,0,0,-7,-200,0,10,200,0,0,0,0,0,0,0
139,6,0,0,-6,-200,0,9,0,0,0,0,0,0,0,0
140,7,600,0,-7,0,0,9,0,0,0,0,0,0,0,0
141,5,-400.16,0,-7,0,0,8,-399.84,0,0,0,0,0,0,0
142,6,399.84,0,-6,200,0,10,200,0,0,0,0,0,0,0
143,6,0,0,-6,0,0,11,200,0,0,0,0,0,0,0
144,7,400,0,-7,-200,0,10,0,0,0,0,0,0,0,0
145,6,200,0,-6,0,0,10,400,0,0,0,0,0,0,0
146,5,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
147,5,0,0,-6,0,0,10,200.08,0,0,0,0,0,0,0
148,6,0,0,-6,0,0,11,399.84,0,0,0,0,0,0,0
149,6,200,0,-7,-200,0,9,0,0,0,0,0,0,0,0
150,3,-600,0,-7,0,0,9,0,0,0,0,0,0,0,0
151,4,-199.92,0,-7,-200,0,9,0,0,0,0,0,0,0,0
152,6,0,0,-7,-200,0,8,-200.08,0,0,0,0,0,0,0
153,6,0,0,-7,0,0,10,199.92,0,0,0,0,0,0,0
154,6,0,0,-6,200,0,9,0,0,0,0,0,0,0,0
155,6,200,0,-6,-200,0,11,0,0,0,0,0,0,0,0
156,5,-200.08,0,-6,0,0,9,0,0,0,0,0,0,0,0
157,5,-200,0,-7,-200,0,8,-200,0,0,0,0,0,0,0
158,4,-200,0,-7,-200,0,10,0,0,0,0,0,0,0,0
159,5,-200,0,-7,0,0,8,-200.08,0,0,0,0,0,0,0
160,6,199.92,0,-7,-200,0,9,0,0,0,0,0,0,0,0
161,5,0,0,-7,-200,0,9,0,0,0,0,0,0,0,0
162,4,-600,0,-6,-200,0,9,200,0,0,0,0,0,0,0
163,6,0,0,-6,0,0,9,0,0,0,0,0,0,0,0
164,6,200,0,-8,-400,0,9,200.08,0,0,0,0,0,0,0
165,7,400,0,-7,-200,0,9,-200,0,0,0,0,0,0,0
166,6,0,0,-6,0,0,9,200.08,0,0,0,0,0,0,0
167,5,0,0,-5,400,0,8,-199.92,0,0,0,0,0,0,0
168,5,0,0,-6,200,0,9,-200,0,0,0,0,0,0,0
169,4,0,0,-7,-200,0,10,0,0,0,0,0,0,0,0
170,6,0,0,-5,0,0,10,400.16,0,0,0,0,0,0,0
171,5,-199.92,0,-5,200,0,10,200,0,0,0,0,0,0,0
172,6,200,0,-7,-200,0,9,-200,0,0,0,0,0,0,0
173,5,-400,0,-7,-200,0,10,200.08,0,0,0,0,0,0,0
174,6,-200,0,-6,0,0,9,-200,0,0,0,0,0,0,0
175,6,400,0,-5,200,0,8,-200,0,0,0,0,0,0,0
176,6,200,0,-5,200,0,9,0,0,0,0,0,0,0,0
177,5,0,0,-6,200,0,8,-400,0,0,0,0,0,0,0
178,6,400,0,-6,200,0,9,200,0,0,0,0,0,0,0
179,7,200,0,-6,0,0,10,0,0,0,0,0,0,0,0
180,4,-400.16,0,-6,0,0,9,0,0,0,0,0,0,0,0
181,6,200,0,-7,-400,0,10,200.08,0,0,0,0,0,0,0
182,6,0,0,-7,-200,0,9,0,0,0,0,0,0,0,0
183,6,200,0,-5,200,0,9,0,0,0,0,0,0,0,0
184,6,0,0,-6,0,0,10,400,0,0,0,0,0,0,0
185,7,399.84,0,-5,200,0,10,0,0,0,0,0,0,0,0
186,6,0,0,-7,-200,0,9,-199.92,0,0,0,0,0,0,0
187,5,0,0,-7,0,0,9,0,0,0,0,0,0,0,0
188,6,200,0,-6,-200,0,9,-199.92,0,0,0,0,0,0,0
189,5,-200.08,0,-6,0,0,10,200,0,0,0,0,0,0,0
190,6,200,0,-5,400,0,10,199.92,0,0,0,0,0,0,0
191,5,0,0,-6,0,0,10,-200,0,0,0,0,0,0,0
192,7,400,0,-7,-200,0,9,0,0,0,0,0,0,0,0
193,7,399.84,0,-5,400,0,9,-199.92,0,0,0,0,0,0,0
194,5,0,0,-5,200,0,10,200,0,0,0,0,0,0,0
195,6,200,0,-7,-200,0,9,0,0,0,0,0,0,0,0
196,4,-400,0,-7,0,0,9,0,0,0,0,0,0,0,0
197,6,0,0,-6,0,0,10,200,0,0,0,0,0,0,0
198,5,200,0,-6,0,0,10,400,0,0,0,0,0,0,0
199,5,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
200,6,200.08,0,-5,400,0,9,0,0,0,0,0,0,0,0
201,5,0,0,-6,200,0,9,-400.16,0,0,0,0,0,0,0
202,6,200.08,0,-7,-200,0,9,0,0,0,0,0,0,0,0
203,5,0,0,-7,-200,0,8,-200,0,0,0,0,0,0,0
204,7,400,0,-6,200,0,9,0,0,0,0,0,0,0,0
205,5,-200,0,-7,-200,0,10,200,0,0,0,0,0,0,0
206,6,0,0,-7,-200,0,10,200,0,0,0,0,0,0,0
207,6,0,0,-5,200,0,9,0,0,0,0,0,0,0,0
208,6,0,0,-7,0,0,10,200,0,0,0,0,0,0,0
209,5,-400.16,0,-6,200,0,9,200.08,0,0,0,0,0,0,0
210,5,400,0,-8,-400,0,8,-200,0,0,0,0,0,0,0
211,6,0,0,-6,0,0,11,400,0,0,0,0,0,0,0
212,6,200,0,-5,200,0,10,0,0,0,0,0,0,0,0
213,4,-200,0,-6,-200,0,9,0,0,0,0,0,0,0,0
214,6,-199.92,0,-7,0,0,8,-399.84,0,0,0,0,0,0,0
215,6,400,0,-6,200,0,9,-400,0,0,0,0,0,0,0
216,7,199.92,0,-6,200,0,9,0,0,0,0,0,0,0,0
217,5,-200,0,-6,-400,0,9,0,0,0,0,0,0,0,0
218,6,399.84,0,-7,-399.84,0,10,199.92,0,0,0,0,0,0,0
219,6,0,0,-6,0,0,10,0,0,0,0,0,0,0,0
220,5,-199.84,0,-7,-200,0,9,0,0,0,0,0,0,0,0
221,6,200,0,-7,-200,0,11,200,0,0,0,0,0,0,0
222,6,200.08,0,-6,200.08,0,10,400,0,0,0,0,0,0,0
223,6,400,0,-6,200,0,9,-200,0,0,0,0,0,0,0
224,6,-400,0,-7,-400,0,10,200,0,0,0,0,0,0,0
225,6,-200,0,-5,200,0,9,0,0,0,0,0,0,0,0
226,6,200,0,-5,0,0,9,-200,0,0,0,0,0,0,0
227,6,0,0,-7,-200,0,9,-199.92,0,0,0,0,0,0,0
228,6,200,0,-6,0,0,10,200,0,0,0,0,0,0,0
229,7,200,0,-6,0,0,8,-600,0,0,0,0,0,0,0
230,5,-199.92,0,-6,-200,0,9,0,0,0,0,0,0,0,0
231,5,0,0,-6,-199.92,0,8,-199.84,0,0,0,0,0,0,0
232,5,-199.92,0,-6,0,0,9,-199.92,0,0,0,0,0,0,0
233,5,0,0,-6,0,0,9,200,0,0,0,0,0,0,0
234,7,200,0,-6,0,0,9,0,0,0,0,0,0,0,0
235,6,200,0,-6,0,0,10,200,0,0,0,0,0,0,0
236,6,0,0,-7,0,0,9,0,0,0,0,0,0,0,0
237,4,0,0,-7,-600,0,9,0,0,0,0,0,0,0,0
238,6,0,0,-5,200,0,9,0,0,0,0,0,0,0,0
239,6,400,0,-7,0,0,9,200,0,0,0,0,0,0,0
240,4,-800,0,-6,200,0,10,0,0,0,0,0,0,0,0
241,6,0,0,-7,-200,0,10,200.08,0,0,0,0,0,0,0
242,6,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
243,6,0,0,-7,-400,0,10,200,0,0,0,0,0,0,0
244,6,0,0,-7,-200,0,9,200,0,0,0,0,0,0,0
245,5,0,0,-7,0,0,9,-200,0,0,0,0,0,0,0
246,6,199.92,0,-6,0,0,10,0,0,0,0,0,0,0,0
247,4,-200,0,-6,-200,0,10,400,0,0,0,0,0,0,0
248,6,400,0,-6,0,0,10,400,0,0,0,0,0,0,0
249,6,200.08,0,-6,0,0,10,200,0,0,0,0,0,0,0
250,6,200.08,0,-5,200,0,9,0,0,0,0,0,0,0,0
251,7,399.84,0,-7,-200,0,10,199.92,0,0,0,0,0,0,0
252,5,-399.84,0,-6,200,0,9,0,0,0,0,0,0,0,0
253,6,200,0,-6,200,0,10,200,0,0,0,0,0,0,0
254,6,200.08,0,-5,0,0,10,-200.08,0,0,0,0,0,0,0
255,6,200,0,-6,200,0,9,0,0,0,0,0,0,0,0
256,5,199.92,0,-8,-400,0,9,-199.92,0,0,0,0,0,0,0
257,6,400,0,-6,0,0,10,400,0,0,0,0,0,0,0
258,6,0,0,-5,0,0,10,200.16,0,0,0,0,0,0,0
259,5,-400,0,-7,-600,0,10,200,0,0,0,0,0,0,0
260,6,200,0,-6,200,0,9,-200,0,0,0,0,0,0,0
261,7,399.84,0,-5,200,0,9,0,0,0,0,0,0,0,0
262,5,-400,0,-7,-200,0,10,0,0,0,0,0,0,0,0
263,6,-200,0,-6,-200,0,11,0,0,0,0,0,0,0,0
264,6,200,0,-6,0,0,9,0,0,0,0,0,0,0,0
265,5,-600,0,-8,-400,0,9,0,0,0,0,0,0,0,0
266,4,0,0,-6,400,0,9,0,0,0,0,0,0,0,0
267,4,-200,0,-7,0,0,10,-199.84,0,0,0,0,0,0,0
268,6,0,0,-7,-400,0,10,200,0,0,0,0,0,0,0
269,5,-200,0,-6,0,0,8,-600,0,0,0,0,0,0,0
270,4,-400.31,0,-7,-200,0,9,0,0,0,0,0,0,0,0
271,4,-400,0,-7,-200,0,10,400,0,0,0,0,0,0,0
272,6,0,0,-6,0,0,10,200,0,0,0,0,0,0,0
273,5,0,0,-6,200,0,9,0,0,0,0,0,0,0,0
274,6,0,0,-6,0,0,10,400,0,0,0,0,0,0,0
275,5,-399.69,0,-7,-200,0,10,0,0,0,0,0,0,0,0
276,6,-200,0,-7,-200,0,10,200,0,0,0,0,0,0,0
277,5,-200,0,-7,-200,0,9,0,0,0,0,0,0,0,0
278,6,0,0,-5,0,0,9,0,0,0,0,0,0,0,0
279,6,0,0,-6,-200,0,9,200,0,0,0,0,0,0,0
280,4,0,0,-6,200,0,10,400,0,0,0,0,0,0,0
281,6,200,0,-7,-200,0,10,-200,0,0,0,0,0,0,0
282,7,400,0,-6,200,0,9,0,0,0,0,0,0,0,0
283,6,199.84,0,-7,-200,0,10,200,0,0,0,0,0,0,0
284,7,200,0,-6,0,0,10,0,0,0,0,0,0,0,0
285,5,0,0,-6,200,0,8,0,0,0,0,0,0,0,0
286,4,-600,0,-7,-200,0,10,600,0,0,0,0,0,0,0
287,6,0,0,-5,200,0,9,0,0,0,0,0,0,0,0
288,5,-200,0,-5,200,0,9,200,0,0,0,0,0,0,0
289,6,0,0,-7,-400,0,10,200,0,0,0,0,0,0,0
290,7,400,0,-6,200,0,9,-200,0,0,0,0,0,0,0
291,5,200,0,-7,0,0,10,200,0,0,0,0,0,0,0
292,6,0,0,-6,0,0,9,-400,0,0,0,0,0,0,0
293,6,200,0,-7,-400,0,9,0,0,0,0,0,0,0,0
294,6,-200,0,-6,0,0,9,199.84,0,0,0,0,0,0,0
295,6,200,0,-8,-400,0,8,-200,0,0,0,0,0,0,0
296,5,-400,0,-7,-200,0,9,0,0,0,0,0,0,0,0
297,6,400,0,-7,0,0,9,0,0,0,0,0,0,0,0
298,6,0,0,-7,-200,0,8,-600,0,0,0,0,0,0,0
299,6,0,0,-6,-200,0,9,-200.16,0,0,0,0,0,0,0
300,5,0,0,-5,200,0,8,-200,0,0,0,0,0,0,0
301,4,-200,0,-7,-200,0,8,-200,0,0,0,0,0,0,0
302,6,0,0,-7,-200,0,9,0,0,0,0,0,0,0,0
303,6,200.16,0,-6,0,0,10,200,0,0,0,0,0,0,0
304,7,200,0,-5,200,0,9,-200,0,0,0,0,0,0,0
305,6,200,0,-6,0,0,11,400,0,0,0,0,0,0,0
306,5,-200,0,-5,400,0,11,0,0,0,0,0,0,0,0
307,6,200,0,-6,-200,0,8,-399.69,0,0,0,0,0,0,0
308,5,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
309,6,200,0,-7,-200,0,9,0,0,0,0,0,0,0,0
310,6,0,0,-6,0,0,8,0,0,0,0,0,0,0,0
311,6,0,0,-5,0,0,10,0,0,0,0,0,0,0,0
312,5,-400.31,0,-7,-200,0,9,0,0,0,0,0,0,0,0
313,6,0,0,-5,200,0,9,0,0,0,0,0,0,0,0
314,5,200,0,-6,0,0,8,-400,0,0,0,0,0,0,0
315,6,0,0,-6,0,0,10,200,0,0,0,0,0,0,0
316,4,-400,0,-6,200,0,9,0,0,0,0,0,0,0,0
317,4,-400,0,-6,200,0,9,0,0,0,0,0,0,0,0
318,4,-200,0,-6,0,0,10,200,0,0,0,0,0,0,0
319,7,200,0,-7,-200,0,9,0,0,0,0,0,0,0,0
320,6,200,0,-6,0,0,10,0,0,0,0,0,0,0,0
321,6,0,0,-6,0,0,8,-200,0,0,0,0,0,0,0
322,5,0,0,-8,-600,0,9,0,0,0,0,0,0,0,0
323,7,0,0,-5,400,0,9,0,0,0,0,0,0,0,0
324,5,-200,0,-7,0,0,9,-200,0,0,0,0,0,0,0
325,5,-200,0,-5,0,0,10,0,0,0,0,0,0,0,0
326,5,0,0,-7,-400,0,9,0,0,0,0,0,0,0,0
327,6,0,0,-7,0,0,10,200,0,0,0,0,0,0,0
328,5,-200,0,-6,0,0,8,-400,0,0,0,0,0,0,0
329,5,0,0,-4,600,0,9,0,0,0,0,0,0,0,0
330,5,-200,0,-6,-200,0,9,0,0,0,0,0,0,0,0
331,6,0,0,-7,0,0,9,-200,0,0,0,0,0,0,0
332,5,-200,0,-6,200,0,9,0,0,0,0,0,0,0,0
333,6,200,0,-5,200,0,8,0,0,0,0,0,0,0,0
334,6,400.31,0,-5,0,0,8,0,0,0,0,0,0,0,0
335,6,0,0,-7,0,0,8,-200,0,0,0,0,0,0,0
336,6,400.31,0,-7,-200,0,9,0,0,0,0,0,0,0,0
337,6,200,0,-6,200,0,10,400,0,0,0,0,0,0,0
338,5,-200,0,-6,-200,0,9,0,0,0,0,0,0,0,0
339,5,0,0,-6,0,0,9,0,0,0,0,0,0,0,0
340,6,200,0,-6,0,0,9,200,0,0,0,0,0,0,0
341,5,0,0,-6,200,0,10,400,0,0,0,0,0,0,0
342,5,400.31,0,-6,-200,0,9,0,0,0,0,0,0,0,0
343,5,-400.31,0,-6,-200,0,10,200,0,0,0,0,0,0,0
344,6,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
345,6,0,0,-5,200,0,9,0,0,0,0,0,0,0,0
346,5,0,0,-7,0,0,9,-200,0,0,0,0,0,0,0
347,5,0,0,-7,-200,0,10,200,0,0,0,0,0,0,0
348,4,0,0,-6,-200,0,8,-400,0,0,0,0,0,0,0
349,5,-200,0,-6,0,0,9,0,0,0,0,0,0,0,0
350,5,0,0,-6,-200,0,8,-600,0,0,0,0,0,0,0
351,6,200,0,-6,-400,0,10,200,0,0,0,0,0,0,0
352,5,0,0,-7,-200,0,9,-400,0,0,0,0,0,0,0
353,7,400,0,-5,400,0,10,200,0,0,0,0,0,0,0
354,6,-200,0,-6,0,0,10,200,0,0,0,0,0,0,0
355,5,-200,0,-6,0,0,9,200,0,0,0,0,0,0,0
356,6,400,0,-6,0,0,9,0,0,0,0,0,0,0,0
357,6,-200,0,-6,200,0,10,200,0,0,0,0,0,0,0
358,7,0,0,3,200,0,43,-200,0,0,0,0,0,0,0
359,7,0,0,3,-200,0,43,0,0,0,0,0,0,0,0
360,9,200,0,3,200,0,43,0,0,0,0,0,0,0,0
361,8,200,0,3,400,0,43,0,0,0,0,0,0,0,0
362,9,400,0,1,-200,0,43,200,0,0,0,0,0,0,0
363,7,-400,0,2,-200,0,43,0,0,0,0,0,0,0,0
364,7,0,0,2,-200,0,42,-200,0,0,0,0,0,0,0
365,7,0,0,2,200,0,42,0,0,0,0,0,0,0,0
366,8,400,0,3,0,0,42,0,0,0,0,0,0,0,0
367,7,0,0,3,200,0,43,-200,0,0,0,0,0,0,0
368,7,0,0,3,400,0,43,0,0,0,0,0,0,0,0
369,8,200,0,2,0,0,44,200,0,0,0,0,0,0,0
370,7,-200,0,2,-200,0,42,200,0,0,0,0,0,0,0
371,7,0,0,0,-200,0,43,200,0,0,0,0,0,0,0
372,7,-200,0,2,-200,0,42,0,0,0,0,0,0,0,0
373,7,0,0,3,200,0,42,0,0,0,0,0,0,0,0
374,7,200,0,2,-200,0,44,0,0,0,0,0,0,0,0
375,7,-199.84,0,4,200,0,42,-400,0,0,0,0,0,0,0
376,9,600,0,1,-400,0,43,0,0,0,0,0,0,0,0
377,8,0,0,3,200,0,43,0,0,0,0,0,0,0,0
378,8,200,0,2,0,0,44,400,0,0,0,0,0,0,0
379,7,200,0,2,0,0,43,0,0,0,0,0,0,0,0
380,6,-200,0,2,200,0,43,200,0,0,0,0,0,0,0
381,7,-200,0,3,200,0,41,-400,0,0,0,0,0,0,0
382,9,600,0,2,0,0,42,-200,0,0,0,0,0,0,0
383,7,200,0,2,0,0,42,-200,0,0,0,0,0,0,0
384,9,400,0,2,0,0,42,-399.69,0,0,0,0,0,0,0
385,7,0,0,2,-400,0,43,-400,0,0,0,0,0,0,0
386,7,-200,0,1,-600,0,43,0,0,0,0,0,0,0,0
387,9,400,0,1,-400,0,43,0,0,0,0,0,0,0,0
388,7,-400,0,3,200,0,43,0,0,0,0,0,0,0,0
389,7,0,0,2,-200,0,43,0,0,0,0,0,0,0,0
390,7,-200,0,3,0,0,41,-400,0,0,0,0,0,0,0
391,7,0,0,2,-400,0,42,0,0,0,0,0,0,0,0
392,4,-400,0,-7,-200,0,16,-400,0,0,0,0,0,0,0
393,5,0,0,-6,0,0,4,0,0,0,0,0,0,0,0
394,6,-400,0,-6,0,0,4,200,0,0,0,0,0,0,0
395,5,-200,0,-6,-400,0,3,200,0,0,0,0,0,0,0
396,5,-200,0,-5,200,0,2,-200,0,0,0,0,0,0,0
397,7,200,0,-5,400,0,4,0,0,0,0,0,0,0,0
398,5,0,0,-4,200,0,4,400,0,0,0,0,0,0,0
399,6,0,0,-6,0,0,4,400,0,0,0,0,0,0,0
400,5,0,0,-7,-200,0,3,0,0,0,0,0,0,0,0
401,7,0,0,-5,0,0,4,200,0,0,0,0,0,0,0
